Star,RA,Dec,Period,Method,Gaia_Dist,Calc_Dist,Dust_Av,Status
V* CS Aqr,317.79636582091,-10.41646771007,0.5692,RR_Lyrae(K),,2873.1,0.00,No Gaia Ref
CRTS J085707.3+490903,134.28065329803,49.15094429685,0.5500,RR_Lyrae(V),,2594.2,0.00,No Gaia Ref
V* V1267 Her,262.27916564003,27.82260942874,0.5020,RR_Lyrae(K),,2947.9,0.00,No Gaia Ref
Case  446,281.73342750774,10.085283805,4.6781,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
NSVS   7466826,146.44274676745,34.49044851245,16.5068,Cepheid(IR),,38897.8,0.00,No Gaia Ref
V* IL Tel,303.60487044143,-52.92798132675,0.5765,RR_Lyrae(K),,2902.2,0.00,No Gaia Ref
V* V336 Lib,234.41927845409,-15.425733710159998,500.0000,Cepheid(IR),,451190.2,0.00,No Gaia Ref
V* V600 Peg,353.74536552457,13.73505108519,0.6926,RR_Lyrae(K),,2907.1,0.00,No Gaia Ref
CRTS J013343.7-521740,23.43198803682,-52.29510906085,0.5275,RR_Lyrae(V),,2594.2,0.00,No Gaia Ref
V* V3853 Sgr,278.76440564221,-23.85430596372,0.6252,RR_Lyrae(K),,3995.4,0.00,No Gaia Ref
