name,ra,dec,sp_type,v_mag,parallax,plx_error,snr,reliable
SOPS   IV e-31,248.27021051552998,-30.904648528609993,R,12.98,0.4187,0.0141,29.7,True
BC    131,60.43161932067001,59.5228011304,N,12.98,0.3414,0.0386,8.84,True
V* AW Ser,241.61996779886,15.368282945859999,kA9hF6,12.98,0.3107,0.018,17.26,True
V* AG Tuc,13.722235812450004,-66.7079865092,,12.983,0.2886,0.0143,20.18,True
V* TT Oct,357.63528629737,-78.68243079827,,12.986,0.3872,0.0159,24.35,True
ATO J296.9786+34.6947,296.9786587487859,34.69471227617999,,12.988,0.5376,0.014,38.4,True
CRTS J022011.0-232520,35.04563740314,-23.422632065719995,,12.99,0.3456,0.0152,22.74,True
NSVS   8909218,339.18650765116,37.41194621258,,12.99,0.4454,0.017,26.2,True
V* V458 Her,257.12881709493,18.52062115848,A7V,12.99,0.247,0.0136,18.16,True
GSC 07509-00299,346.20452950372,-33.75400273529,,12.99,0.2786,0.0151,18.45,True
CRTS J100903.4+513746,152.26438480481,51.62936835299,,12.99,0.414,0.0195,21.23,True
CRTS J053951.1-492541,84.96200904992,-49.42814244864,,12.99,0.3712,0.0133,27.91,True
ASAS J180121+2250.6,270.33848760855,22.84396096879,,12.99,0.4464,0.0133,33.56,True
Case   32,7.284318922509999,61.1210661399,"C5,4",12.99,0.1712,0.0258,6.64,True
NSVS  17011065,293.68689666420994,-15.816367126500001,,12.99,0.3721,0.0194,19.18,True
ASAS J225518-2317.6,343.82266330724,-23.293865007870004,,12.99,0.2518,0.019,13.25,True
V* DT Hya,178.50078517732544,-31.261122177434164,A2,12.99,0.334,0.0188,17.77,True
ATO J337.4561-30.1725,337.456044429725,-30.17247630009861,,12.999,0.3513,0.0221,15.9,True
V* PY UMa,141.12740136327,42.304774212869994,,13.0,0.3566,0.025,14.26,True
OGLE LMC545.14.000002,64.98691518189,-70.77823993269,,13.0,0.3196,0.0161,19.85,True
V* LW Her,265.45351323961,25.157108232600002,,13.0,0.2828,0.0128,22.09,True
[W71b] 045-07,139.56200942516,-53.10165704182,C,13.0,0.1411,0.0166,8.5,True
[W71b] 034-27,132.63824281849,-48.84143926691,C,13.0,0.1089,0.0183,5.95,True
DJM  10,98.42925629373,-3.46308375179,C,13.0,0.3024,0.022,13.75,True
[W71b] 136-01,257.69360034739,-32.59634876697,C,13.0,0.2187,0.0346,6.32,True
[W71b] 007-07,115.80961906394,-20.68785749758,C,13.0,0.2146,0.0326,6.58,True
C* 3304,292.77768067601,13.426881874459996,C,13.0,0.1648,0.0346,4.76,False
CRTS J070200.5-371654,105.50210947295,-37.28175758124,,13.0,0.5418,0.0102,53.12,True
Case  422,109.23732675707001,-5.29893019761,C,13.0,0.2323,0.0269,8.64,True
[W71b] 047-17,143.85957508654,-53.25259151754,C,13.0,0.2758,0.0287,9.61,True
BM   IV  61,122.15359881982002,-33.30007195004,C,13.0,0.211,0.0233,9.06,True
V* V790 Cyg,291.47710598626,28.504330395199997,,13.0,0.2423,0.0179,13.54,True
[W71b] 039-05,136.23938254969,-42.11773844076001,C,13.0,0.182,0.0403,4.52,False
[W71b] 065-09,166.48692465975,-61.00557957134999,C,13.0,0.0406,0.0391,1.04,False
V* DK Aur,76.62556180434,34.62805238975001,C,13.0,0.2477,0.0275,9.01,True
SB 154,5.893717708770001,-17.85811900826,A0,13.0,0.3302,0.0223,14.81,True
SB 380,14.299213652500002,-19.59748342334,A,13.0,0.2556,0.0203,12.59,True
[W71b] 012-06,118.67122205408998,-32.98615550137,C,13.0,0.2513,0.0182,13.81,True
V* V833 Cyg,316.0971104707,39.00012800543001,,13.0,0.3356,0.0115,29.18,True
BM   IV 105,142.07510540525,-49.96743628061001,C,13.0,0.379,0.038,9.97,True
V* V685 Pup,121.23979263908001,-29.85711448851,C,13.0,0.2123,0.0295,7.2,True
[W71b] 017-01,118.89685021720003,-32.28893499155999,C,13.0,0.2133,0.0197,10.83,True
V* XY Eri,62.820060883580005,-13.84835792232,,13.0,0.3044,0.0194,15.69,True
C* 2442,261.10144162285997,5.18878548513,C,13.0,0.1622,0.0231,7.02,True
HE 1142-2601,176.22058430243,-26.30821437178,C,13.0,0.3356,0.0212,15.83,True
Case  619,281.89210705269,-4.61019784193,C,13.0,0.287,0.0296,9.7,True
[W71b] 051-04,145.18697408164,-56.8824798825,C,13.0,0.1808,0.0193,9.37,True
[W71b] 006-02,113.27398184692,-31.41433919838,C,13.0,0.2369,0.023,10.3,True
[W71b] 055-02,149.01056635618,-53.48336918608,C,13.0,0.2602,0.0232,11.22,True
NIKC 3-59,70.23325357093,51.482887777070005,C,13.0,0.2192,0.0432,5.07,True
HE 1033+0059,159.14187547072,0.72763756438,C,13.0,0.4137,0.0178,23.24,True
[W71b] 006-01,113.20961243726002,-31.20877744434,C,13.0,0.1185,0.0158,7.5,True
NSVS   5316661,263.09889149255,51.67979545458001,,13.0,0.3376,0.0126,26.79,True
[W71b] 060-01,155.76827711672,-61.58178213137,C,13.0,0.2994,0.0117,25.59,True
[W71b] 036-03,134.0519793396,-41.37354701870999,C,13.0,0.2729,0.033,8.27,True
[W71b] 026-06,125.83234146059999,-38.70847602676,C,13.0,0.2597,0.0278,9.34,True
C*   54,17.18563965605,64.67901310681,"C5,3",13.0,0.3913,0.0275,14.23,True
CGCS 1200,93.28019244386,-16.41251188409,C,13.0,0.1813,0.0188,9.64,True
[W71b] 063-06,162.52368409617,-55.62152973431,C,13.0,0.2075,0.024,8.65,True
[W71b] 066-05,167.97623281049,-56.19197806989,C,13.0,0.1287,0.017,7.57,True
BM   IV 150,171.70809773656,-61.15235405955999,C,13.0,0.1331,0.0453,2.94,False
[W71b] 119-01,245.56916981794998,-47.855227505900004,C,13.0,0.2302,0.0458,5.03,True
FBS 1331+421,203.33073234659,41.91422027688999,C-N,13.0,0.0333,0.0176,1.89,False
V* V627 Oph,278.63993013709,9.21155027668,C,13.0,0.2545,0.0651,3.91,False
ZTF J180930.31+324513.8,272.37635230648,32.753819635560006,,13.0,0.3396,0.0131,25.92,True
[W71b] 026-05,125.70384451132999,-39.56689387691999,C,13.0,0.1977,0.0277,7.14,True
V* CQ Phe,9.465016243309998,-39.86656460103,F7/8,13.0,0.1632,0.0232,7.03,True
[W71b] 076-13,186.19159192668,-64.72819494773,C,13.0,0.1161,0.0217,5.35,True
[W71b] 010-09,117.5685133487,-23.95885484694,C,13.0,0.2648,0.021,12.61,True
NSV 10283,272.73024077869,-54.82981449248,,13.0,0.4093,0.0164,24.96,True
[W71b] 051-07,146.0977732443,-57.14616129937,C,13.0,0.2011,0.0272,7.39,True
[W71b] 095-01,216.01487620635,-61.30035800387,C,13.0,0.3369,0.0385,8.75,True
ATO J030.2401+13.5477,30.240090690611655,13.547753136586945,,13.0,0.3391,0.0236,14.37,True
[W71b] 053-04,148.28811865964,-53.88767091795,C,13.0,0.1186,0.0255,4.65,False
[W71b] 081-05,189.53080128993,-65.49739249587,C,13.0,0.162,0.027,6.0,True
[W71b] 009-01,115.37396371031998,-31.958778081849996,C,13.0,0.1484,0.0169,8.78,True
V* V660 Car,160.9149020449,-60.17281469301,C,13.0,0.2407,0.024,10.03,True
HE 1418-0306,215.23800266497997,-3.33147268304,C-H,13.0,0.1216,0.0158,7.7,True
[W71b] 056-02,155.07290468651,-57.74981341298001,C,13.0,0.1837,0.044,4.18,False
C*  552,99.96154394346001,5.328634673629999,N,13.0,0.3066,0.0322,9.52,True
[W71b] 012-04,118.12320320963,-34.35528809870001,C,13.0,0.6073,0.0211,28.78,True
Case  745,315.40624347573,60.57134888666,C,13.0,0.4213,0.0358,11.77,True
CLS  48,183.91032858438996,37.07398862484,"C0,0",13.0,0.5886,0.0178,33.07,True
[W71b] 102-02,226.54831164303997,-54.47636011123001,C,13.0,0.1018,0.0288,3.53,False
[W71b] 026-07,125.8987724279,-38.95523859508,C,13.0,0.2263,0.0261,8.67,True
V* V338 Boo,236.60892591895004,44.313103478340004,,13.0,0.3258,0.0149,21.87,True
Case  292,13.00988088463,67.41480117825,"C7,1",13.0,0.2735,0.0231,11.84,True
HE 0419+0124,65.41832771155,1.52949717854,C,13.0,0.5495,0.0189,29.07,True
Kiso C1-66,4.767551167259999,66.37039784684,C,13.0,0.3871,0.0486,7.97,True
[W71b] 033-05,130.77857781075,-38.20396144762,C,13.0,0.153,0.0167,9.16,True
[W71b] 034-15,131.09888975024,-49.92351902473,C,13.0,0.1777,0.0206,8.63,True
HE 0435-2034,69.42536897649,-20.47727853505,C,13.0,0.7882,0.0138,57.12,True
[W71b] 057-01,152.55408048689,-60.677947838639994,C,13.0,0.0416,0.0135,3.08,False
V* V468 Tel,281.23243803703997,-47.22351683494,,13.0,0.2531,0.0202,12.53,True
BM   IV 130,162.12566080914,-60.19229570668,C,13.0,0.345,0.0342,10.09,True
Case  405,103.48715695386,9.3529466618,C,13.0,0.1987,0.0298,6.67,True
[W71b] 017-19,122.20778061271,-32.89314663605,C,13.0,0.2057,0.0249,8.26,True
[W71b] 038-09,133.47820429158,-47.25757260609,C,13.0,0.243,0.0271,8.97,True
[W71b] 034-16,131.18288103335,-48.23981822551,C,13.0,0.175,0.0192,9.11,True
[W71b] 054-05,148.21422368075,-60.00220839027,C,13.0,0.1496,0.0166,9.01,True
C* 3307,302.5967894282999,47.99213501598,C,13.0,0.4939,0.1509,3.27,False
WP  2,329.25001178467,71.40229272195,C,13.0,0.4199,0.0472,8.9,True
Kiso C1-136,17.894258205319996,60.16087797363999,C,13.0,0.1862,0.0193,9.65,True
DJM 119,106.90908833298002,-20.195224559620005,C,13.0,0.2176,0.0265,8.21,True
V* UY CrB,241.59068319304998,28.11773383262,,13.0,0.2639,0.0136,19.4,True
CRTS J122801.2-303044,187.00459524850996,-30.51226225106,,13.0,0.2252,0.0177,12.72,True
BC    114,8.80991535812,70.74726630687,N,13.0,0.2729,0.0214,12.75,True
V* V402 Vel,129.84061268192,-46.56189350905,C,13.0,0.216,0.0264,8.18,True
Case  428,111.84330119772,-8.64801252606,C,13.0,0.2076,0.0284,7.31,True
V* HS Sco,254.27354609121994,-31.064370158350002,,13.0,0.701,0.0634,11.06,True
[W71b] 064-13,163.0978208564,-62.85262703202999,C,13.0,0.0841,0.0202,4.16,False
[W71b] 034-21,131.58172394622,-48.2096442215,C,13.0,0.1505,0.0463,3.25,False
[W71b] 048-02,140.94638382684,-57.07338056506,C,13.0,0.1509,0.0171,8.82,True
C* 3235,54.820458480380005,70.88162413605,C,13.0,0.3853,0.0432,8.92,True
[W71b] 034-23,131.92090906687,-49.2991809988,C,13.0,0.3865,0.0385,10.04,True
[W71b] 022-03,121.74475078619,-40.20209056768,C,13.0,0.1527,0.0182,8.39,True
ATO J331.1593+34.5087,331.1593486062317,34.50884898075445,,13.008,0.4014,0.0162,24.78,True
ATO J304.4662-06.1389,304.4662250285138,-6.138832799966112,,13.009,0.3084,0.0202,15.27,True
C*  698,108.69659513722,-29.27078742242,N,13.01,0.1616,0.012,13.47,True
V* V548 And,28.73270097677999,42.21582021068,,13.01,0.4924,0.0234,21.04,True
NSVS  10530834,219.91178204596,21.50851458687,,13.01,0.3017,0.0186,16.22,True
V* XZ CMa,105.10347011124,-20.43170357239,,13.01,0.1644,0.0155,10.61,True
V* RY Com,196.28326368976,23.2784384042,hF3,13.01,0.4806,0.0225,21.36,True
CRTS J205717.4-224849,314.32321917506,-22.81331240949,,13.01,0.3788,0.03,12.63,True
Cl* NGC 6121    SAW V3,245.83105803299998,-26.66586348744,,13.01,0.5696,0.0271,21.02,True
ROTSE1 J180221.44+264645.4,270.58904729503,26.779330869629998,,13.01,0.3764,0.012,31.37,True
ASAS J233200+1553.6,352.9984838535,15.892939130369998,,13.01,0.322,0.0169,19.05,True
V* GY Her,249.57517790855997,37.80135383143,A1,13.01,0.3768,0.0133,28.33,True
CRTS J135221.0-253238,208.08743703278085,-25.54416692999445,,13.015,0.3485,0.0236,14.77,True
ATO J185.3008+63.4465,185.30110704738664,63.44658865101777,,13.019,2.3994,0.0125,191.95,True
ASAS J115335-0756.1,178.39508168841,-7.935240829589999,,13.02,0.3696,0.0178,20.76,True
ROTSE1 J154325.44+390744.7,235.85595749929996,39.1281391253,,13.02,0.2811,0.0152,18.49,True
V* BK UMa,162.5789155892,42.56902483057,,13.02,0.3547,0.0166,21.37,True
V* MT Lib,223.56872566101,-15.622093114609997,,13.02,0.3518,0.0169,20.82,True
[I81] C  17,7.204484312099999,62.4767343162,C,13.02,0.2989,0.0197,15.17,True
C* 1331,132.996516227,-53.17720417613,C,13.02,0.128,0.017,7.53,True
C*  731,110.33178246057,-27.47132527502,C,13.02,0.1924,0.0215,8.95,True
ASAS J054843-1627.0,87.17699411944,-16.45088734938,,13.02,0.2396,0.0149,16.08,True
V* GK Cet,0.94803204268,-11.476417403309998,,13.02,0.3478,0.0215,16.18,True
CRTS J210409.8-073611,316.04103176011,-7.6032603194199995,,13.02,0.3497,0.0245,14.27,True
CRTS J083947.7-272933,129.94840024735,-27.492982639649995,,13.02,0.3332,0.0245,13.6,True
V* KS Cen,176.7942737765,-41.52863081182999,,13.02,0.38,0.0135,28.15,True
V* V522 Cen,217.36512633829,-37.22879726504999,,13.02,0.3361,0.026,12.93,True
HE 1500-1101,225.92030545771,-11.219066526,C,13.026,0.4548,0.0155,29.34,True
V* DE Ind,325.23748144028,-57.57871793702,,13.027,0.4225,0.0185,22.84,True
ATO J179.7461-13.5893,179.746225218025,-13.589263612615278,,13.028,0.3582,0.0258,13.88,True
V* V426 Gem,109.85615919127,22.96653642807,,13.03,0.4651,0.0174,26.73,True
Cl* NGC 6121    SAW V33,246.13886526712997,-26.34944535092,,13.03,0.5519,0.0174,31.72,True
NSVS  19931304,334.35801433863,-27.267639244029997,A2w,13.03,0.3296,0.0242,13.62,True
ATO J136.5581-01.7072,136.55811203717957,-1.707116283398611,,13.03,0.334,0.0246,13.58,True
CRTS J200520.3-353100,301.33501002021,-35.5163349364,,13.03,0.3422,0.0242,14.14,True
CRTS J232026.1-432106,350.1087722334,-43.35176209231,,13.03,0.2838,0.0205,13.84,True
ASAS J215141-0308.5,327.92217876671,-3.1412464235799997,,13.03,0.3659,0.0372,9.84,True
CRTS J072511.0-460756,111.29558845296,-46.13260218443,,13.03,0.3522,0.0155,22.72,True
Case  657,325.05336686288996,45.454842515909995,C,13.03,0.5261,0.0364,14.45,True
CRTS J170904.8-673110,257.2703295182379,-67.51940793061944,,13.033,0.6239,0.0325,19.2,True
CRTS J143135.6-283349,217.89864917292,-28.5634337041,,13.038,0.3009,0.0179,16.81,True
BC    210,100.76791507932,15.06206929756,N,13.039,0.25,0.0368,6.79,True
Case  362,88.66365657789,30.192546131849998,C,13.04,0.1869,0.0319,5.86,True
CRTS J025546.3-555611,43.94299170307,-55.93623053005,,13.04,0.3558,0.0166,21.43,True
V* CP Cap,321.49706440965997,-15.05134914757,,13.04,0.2364,0.0247,9.57,True
CRTS J120809.2-223643,182.03928563681998,-22.61163826797,,13.04,0.5536,0.0183,30.25,True
V* V1168 Cen,199.32349151105998,-33.78905260238,,13.04,0.402,0.019,21.16,True
V* V353 UMa,199.84325049373,58.78442416128001,,13.04,0.2158,0.0148,14.58,True
V* EZ Cnc,133.24027874684,23.798389476709996,,13.04,0.5303,0.0223,23.78,True
HE 1252-2656,193.87624161323,-27.20425101871,C,13.048,0.4466,0.0182,24.54,True
NSV 14073,333.3715616957,-40.72553931487,,13.05,0.267,0.0191,13.98,True
CRTS J101539.1-075628,153.91334000169,-7.9412439158499994,,13.05,0.2485,0.0316,7.86,True
Case  171,278.04566953632,-6.45152543056,N,13.05,0.3376,0.0332,10.17,True
V* V381 Tel,299.04998016473,-50.72954762505,,13.05,0.3724,0.0178,20.92,True
[AHB74] C   5,286.73758600808,14.34124943622,C9;1,13.05,0.2976,0.0631,4.72,False
Case  526,13.10578659452,60.32774105963999,C,13.05,0.1164,0.0288,4.04,False
V* CS Peg,326.71928785363,24.720793066250007,,13.05,0.3398,0.0219,15.52,True
CRTS J053557.5-420840,83.99036755235,-42.14499758343,,13.05,0.244,0.0122,20.0,True
BPS CS 22179-0006,8.80625962291,-4.25023160492,,13.05,0.3969,0.0248,16.0,True
CRTS J172135.7+374319,260.39897149337,37.72204174585,,13.05,0.2947,0.0154,19.14,True
V* V1640 Sgr,280.89778520585,-34.87041668504,A5,13.05,0.5704,0.0194,29.4,True
IRAS 05186+1551,80.36858553085,15.909415223460002,C,13.05,0.0236,0.0234,1.01,False
V* V486 Her,261.65986454015996,26.93825716292,,13.05,0.2955,0.0108,27.36,True
V* DY Ser,243.57963388661,-2.7193392485400003,,13.05,0.3412,0.0181,18.85,True
ASAS J102842-5233.8,157.17315267179,-52.56360315995,,13.053,0.6398,0.014,45.7,True
UCAC4 109-124798,344.96949607883,-68.33601019147527,,13.054,0.2712,0.0174,15.59,True
C* 2891,304.92827614347,5.067790998889999,R,13.055,0.065,0.0139,4.68,False
SOPS   II e-3,297.66363105816,-26.8783982255,R,13.06,0.0558,0.0172,3.24,False
V* V964 Ori,76.9771813931,-2.14687761396,A0,13.06,0.4523,0.0198,22.84,True
V* V1114 Cen,182.09045615513998,-43.06692205975,,13.06,0.3333,0.0137,24.33,True
ASAS J153125+1813.9,232.85393491973997,18.23237461681,kA2hA9mA5,13.06,0.4155,0.0174,23.88,True
V* XZ Mic,314.72830737727,-38.94146417103,,13.06,0.4987,0.0349,14.29,True
V* LZ Boo,220.67399727600997,50.10658201827,,13.06,0.315,0.0174,18.1,True
V* V1013 Her,246.20691829734997,8.07059882881,,13.06,0.284,0.0166,17.11,True
ASAS J135445-1637.6,208.68855595361,-16.626827775620004,,13.06,0.3552,0.0221,16.07,True
V* AD PsA,330.84828530711,-29.481165481749997,,13.06,0.3553,0.0219,16.22,True
CRTS J193610.7-335215,294.0445784845999,-33.87108816382,,13.06,0.3653,0.0156,23.42,True
ATO J281.7744-17.1391,281.7744030157676,-17.139046642983054,,13.066,0.5114,0.0165,30.99,True
UCAC4 124-160119,256.79186493313,-65.23714508563,,13.066,0.4596,0.0174,26.41,True
SOPS   IV e-42,226.95209524225996,-32.45347868884,R,13.07,0.1709,0.0141,12.12,True
V* V446 Ser,232.47603643226,12.686110878230002,,13.07,0.2662,0.0173,15.39,True
V* V462 Cen,191.81450432593,-31.227624527499998,A2,13.07,0.2351,0.0164,14.34,True
UCAC4 090-015227,95.26522363256,-72.1049908527,,13.07,5.0406,0.011,458.24,True
BPS BS 16034-0070,235.97688615273995,56.21548633575,,13.07,0.2541,0.0152,16.72,True
CRTS J210849.4-075333,317.20636596947,-7.892641116250002,,13.07,0.3385,0.0181,18.7,True
V* WY Pav,269.05150969031,-57.1620620487,,13.07,0.5863,0.015,39.09,True
ATO J293.9976-24.3092,293.99756806617836,-24.309223353219448,,13.077,0.3709,0.0227,16.34,True
SOPS   IV e-27,224.82448546243998,-29.88567202741,R,13.08,0.1338,0.0148,9.04,True
Cl* NGC 6121    SAW V43,246.28103567118998,-26.42889617369,,13.08,0.511,0.0193,26.48,True
V* DI Aps,257.45230674769,-73.4283543508,A2,13.08,0.3922,0.0179,21.91,True
V* V651 Aur,109.19879285406,43.30485744442,,13.08,0.366,0.0196,18.67,True
Case  491,330.77196295838,59.43292767063999,C,13.08,0.2341,0.0245,9.56,True
Case  260,341.96614256309,59.98671609962,N,13.08,0.3605,0.0279,12.92,True
CRTS J193938.2-224849,294.9098330663,-22.81308443188,,13.08,0.3518,0.0215,16.36,True
ASAS J142819-1215.5,217.07887104089997,-12.258480962029997,,13.08,0.3351,0.0198,16.92,True
V* KS Hya,218.18286257628,-26.761411695599996,,13.08,0.3241,0.0205,15.81,True
V* AD Vir,211.404646289,-7.24746513072,,13.08,0.361,0.0262,13.78,True
GSC 02015-00233,217.87872541394998,22.85886466727,K5,13.08,5.2373,0.0743,70.49,True
ASAS J211921-1912.6,319.83554879458,-19.20968524179,,13.08,0.3194,0.0279,11.45,True
ASAS J202858+0147.4,307.24249852877,1.79089238088,,13.08,0.4194,0.0188,22.31,True
ATO J092.5956-10.5170,92.59561201067834,-10.51704131317,,13.08,0.425,0.0176,24.15,True
IRAS F21435+6612,326.19377180382,66.45042386157,C,13.08,0.2157,0.0168,12.84,True
ASAS J044525-2455.6,71.35623944108,-24.92670839222,,13.082,0.3479,0.0712,4.89,False
ATO J191.4679-12.5523,191.46793408008415,-12.552353199795558,,13.085,0.3318,0.0181,18.33,True
V* NQ Lyr,286.95157904983,42.298532841930005,,13.086,0.3022,0.014,21.59,True
ASAS J123812-4422.5,189.54979246789244,-44.375562617137504,,13.088,0.3737,0.0221,16.91,True
V* OX Her,270.8598961651,38.69475267977,kA4hA8,13.09,0.281,0.0122,23.03,True
BPS BS 16927-0123,146.15132188927,41.14302138086,,13.09,0.2486,0.016,15.54,True
V* DR Phe,22.919199535369998,-49.955296368309995,,13.09,0.4025,0.0136,29.6,True
V* V538 Cen,219.55803314411,-40.42714701609,,13.09,0.2601,0.0223,11.66,True
CRTS J005408.6-570833,13.53645543697,-57.14243395669,,13.09,0.3394,0.0134,25.33,True
V* V2683 Oph,247.04501885034998,3.07035890933,,13.09,0.177,0.0206,8.59,True
CRTS J062722.7-245201,96.8449842117825,-24.866921215006943,,13.09,0.5176,0.0169,30.63,True
ASAS J160432+0419.1,241.13192324014,4.3194559444000005,A2IIEu,13.09,0.2919,0.018,16.22,True
V* FX Aqr,333.25525670524,-1.7279916769099999,,13.09,0.3465,0.0221,15.68,True
V* SW CVn,190.22924063607,37.08523450867,kA3hF1.5,13.09,0.4413,0.0231,19.1,True
ASAS J231412-4648.9,348.54824444475,-46.815487794659994,,13.09,0.2629,0.0179,14.69,True
ZTF J142630.70+000523.4,216.62796121566,0.08983271080999998,,13.09,0.2516,0.0177,14.21,True
V* CW Her,252.65933677296,35.45136878976,,13.09,0.3504,0.0116,30.21,True
ZTF J044752.90-112046.1,71.97039047037,-11.34610509119,,13.09,0.3929,0.0166,23.67,True
CRTS J211428.5-291041,318.61915006727,-29.177665038489998,,13.09,0.2964,0.0267,11.1,True
V* TW Hyi,34.87781316000999,-73.56591118782,A,13.094,0.3352,0.0145,23.12,True
ATO J328.7453-20.0598,328.74532022181,-20.059811091580283,,13.099,0.283,0.0267,10.6,True
[W71b] 059-01,156.40049673444,-58.87127099968999,C,13.1,0.1872,0.0312,6.0,True
BC     53,47.62977035609,48.51673015235999,C,13.1,0.0891,0.0171,5.21,True
NIKC 3-49,66.72878454633,50.37203716229,C,13.1,0.2969,0.0398,7.46,True
V* V1041 Cas,8.22570947007,47.14701215831,,13.1,0.4228,0.019,22.25,True
CRTS J203642.6-311723,309.17724815683,-31.289918207099994,,13.1,0.3448,0.0137,25.17,True
[W71b] 007-05,115.31707862920003,-21.17805701823,C,13.1,0.217,0.0235,9.23,True
NIKC 2-55,47.53492907740001,52.90671322179001,C,13.1,0.2053,0.0242,8.48,True
WORC 124,78.89412946289,-73.27635236412,C,13.1,0.0004,0.0456,0.01,False
ASAS J015920-0110.6,29.835058002569998,-1.17793618976,,13.1,0.6194,0.0137,45.21,True
WORC  86,76.664338189,-73.1276706521,C,13.1,0.0527,0.0412,1.28,False
Case  622,286.56793270183994,5.672815952719999,C,13.1,0.7569,0.0533,14.2,True
[W71b] 060-28,160.78747285631,-61.56689740249001,C,13.1,0.1379,0.0233,5.92,True
ATO J312.8988-06.0072,312.89877570813996,-6.0072139388300005,,13.1,0.2464,0.0239,10.31,True
WORC 169,82.07920068237,-73.05927343545,C,13.1,0.0054,0.0257,0.21,False
NIKC 3-35,62.33660837642001,47.7728563792,C,13.1,0.355,0.0304,11.68,True
C*  592,102.59217687757,-2.8985867127100002,C,13.1,0.2288,0.0272,8.41,True
HE 2239-0610,340.47147642163,-5.90612573032,C,13.1,1.7738,0.0776,22.86,True
Kiso C5-123,55.531412096729994,57.87124079851,C,13.1,0.1906,0.0253,7.53,True
FBS 2207-095,332.48950174001,-9.26833537354,C-N,13.1,0.1437,0.0202,7.11,True
Kiso C7-41,293.25240716106,24.70368816148,C,13.1,0.0555,0.0168,3.3,False
V* FU Tel,280.84892476628,-54.98061171409999,,13.1,0.3532,0.019,18.59,True
[W71b] 010-10,118.40604818585,-23.248241747039998,C,13.1,0.2111,0.0251,8.41,True
ROTSE1 J170023.90+142327.0,255.09850496492004,14.39174000055,,13.1,0.3176,0.0163,19.48,True
HE 0043-2433,11.433186003789999,-24.28002105842,C,13.1,0.171,0.018,9.5,True
Kiso C1-129,16.287286432220004,61.582664470199994,C,13.1,0.1772,0.0211,8.4,True
[W71b] 006-03,113.42586426734,-30.563255311930003,C,13.1,0.1777,0.0173,10.27,True
C* 2809,297.40885950929,30.02476577627,C,13.1,0.1747,0.0229,7.63,True
