name,ra,dec,sp_type,v_mag,parallax,dist_ref,dist_ref_err,period,M_calc,dist_pl,abs_error,rel_error
CRTS J193938.2-224849,294.9098330663,-22.81308443188,RRAB,13.08,0.3518,2842.52,173.72,0.4426148,0.022,4088.97,1246.45,43.85
ASAS J142819-1215.5,217.0788710409,-12.258480962029996,RRC,13.08,0.3351,2984.18,176.33,0.321911,0.281,3629.89,645.71,21.64
V* KS Hya,218.18286257628,-26.7614116956,RRAB,13.08,0.3241,3085.47,195.16,0.4932348,-0.066,4257.97,1172.5,38.0
V* AD Vir,211.404646289,-7.24746513072,RRAB/BL,13.08,0.361,2770.08,201.04,0.5522151,-0.158,4441.69,1671.61,60.35
ASAS J211921-1912.6,319.83554879458,-19.20968524179,RRC,13.08,0.3194,3130.87,273.49,0.439115,0.028,4076.85,945.98,30.21
ASAS J202858+0147.4,307.24249852877,1.79089238088,RRAB,13.08,0.4194,2384.36,106.88,0.6187765,-0.25,4634.83,2250.47,94.38
ATO J092.5956-10.5170,92.59561201067834,-10.51704131317,RRAB,13.08,0.425,2352.94,97.44,0.4604128,-0.01,4149.7,1796.76,76.36
ASAS J044525-2455.6,71.35623944108,-24.92670839222,RRAB,13.082,0.3479,2874.39,588.26,0.5050621,-0.085,4299.83,1425.44,49.59
ATO J191.4679-12.5523,191.4679340800841,-12.552353199795558,RRC,13.085,0.3318,3013.86,164.41,0.2472,0.495,3296.1,282.24,9.36
V* NQ Lyr,286.95157904983,42.298532841930005,RRAB,13.086,0.3022,3309.07,153.3,0.5877887,-0.208,4559.2,1250.13,37.78
ASAS J123812-4422.5,189.54979246789244,-44.375562617137504,RRAB/BL,13.088,0.3737,2675.94,158.25,0.52354,-0.114,4370.06,1694.12,63.31
BPS BS 16927-0123,146.15132188927,41.14302138086,RRC,13.09,0.2486,4022.53,258.89,0.35881,0.192,3797.69,-224.84,-5.59
V* DR Phe,22.91919953537,-49.95529636831,RRAB/BL,13.09,0.4025,2484.47,83.95,0.460419,-0.01,4168.88,1684.41,67.8
V* V538 Cen,219.55803314411,-40.42714701609,RRC,13.09,0.2601,3844.68,329.63,0.374705,0.157,3859.76,15.08,0.39
CRTS J005408.6-570833,13.53645543697,-57.14243395669,RRC,13.09,0.3394,2946.38,116.33,0.297674,0.344,3541.43,595.05,20.2
V* V2683 Oph,247.04501885035,3.07035890933,RRAB/BL,13.09,0.177,5649.72,657.54,0.5970174,-0.221,4594.3,-1055.42,-18.68
CRTS J062722.7-245201,96.8449842117825,-24.866921215006943,RRC,13.09,0.5176,1931.99,63.08,0.327713,0.266,3671.09,1739.1,90.02
V* FX Aqr,333.25525670524,-1.72799167691,RRAB,13.09,0.3465,2886.0,184.07,0.588224,-0.209,4568.87,1682.87,58.31
ASAS J231412-4648.9,348.54824444475,-46.81548779466,RRC,13.09,0.2629,3803.73,258.98,0.270889,0.421,3418.72,-385.01,-10.12
ZTF J142630.70+000523.4,216.62796121566,0.0898327108099999,RRAB,13.09,0.2516,3974.56,279.61,0.793595,-0.452,5110.34,1135.78,28.58
V* CW Her,252.65933677296,35.45136878976,RRAB,13.09,0.3504,2853.88,94.48,0.6238405,-0.257,4670.44,1816.56,63.65
ZTF J044752.90-112046.1,71.97039047037,-11.34610509119,RRAB,13.09,0.3929,2545.18,107.53,0.6400436,-0.278,4715.44,2170.26,85.27
CRTS J211428.5-291041,318.61915006727,-29.17766503849,RRAB,13.09,0.2964,3373.82,303.92,0.5404259,-0.14,4426.33,1052.51,31.2
ATO J328.7453-20.0598,328.74532022181,-20.059811091580283,RRAB,13.099,0.283,3533.57,333.38,0.7434113,-0.399,5007.72,1474.15,41.72
V* V1041 Cas,8.22570947007,47.14701215831,RRAB,13.1,0.4228,2365.18,106.29,0.56741,-0.18,4528.53,2163.35,91.47
CRTS J203642.6-311723,309.17724815683,-31.2899182071,RRC,13.1,0.3448,2900.23,115.24,0.26535,0.437,3408.07,507.84,17.51
ASAS J015920-0110.6,29.83505800257,-1.17793618976,RRC,13.1,0.6194,1614.47,35.71,0.310117,0.311,3612.69,1998.22,123.77
ATO J312.8988-06.0072,312.89877570814,-6.0072139388300005,RRAB,13.1,0.2464,4058.44,393.66,0.6629559,-0.306,4799.93,741.49,18.27
FBS 2207-095,332.48950174001,-9.26833537354,C-N,13.1,0.1437,6958.94,978.22,19.754541,-1.591,8674.95,1716.01,24.66
V* FU Tel,280.84892476628,-54.98061171409999,RRAB,13.1,0.3532,2831.26,152.3,0.3596898,0.19,3818.71,987.45,34.88
ROTSE1 J170023.90+142327.0,255.09850496492004,14.39174000055,RRC,13.1,0.3176,3148.61,161.59,0.360192,0.189,3820.71,672.1,21.35
V* HY Tel,302.0559153751,-55.23391188403,RRAB,13.1,0.4935,2026.34,79.66,0.4027261,0.099,3983.58,1957.24,96.59
V* HU Car,157.77337256768,-62.392597228940005,RRAB,13.1,0.3096,3229.97,391.23,0.6620123,-0.305,4797.38,1567.41,48.53
ATO J179.6388-08.1293,179.63886879198,-8.129237853900001,RRAB,13.108,0.3012,3320.05,220.46,0.769643,-0.427,5094.16,1774.11,53.44
ASAS J044801-2531.4,72.0042760828,-25.523790538069992,RRAB,13.11,0.3774,2649.71,125.68,0.5487735,-0.153,4492.96,1843.25,69.56
ATO J126.8203-02.5616,126.82035741818,-2.56164746524,RRAB,13.11,0.3072,3255.21,255.37,0.6408999,-0.279,4761.45,1506.24,46.27
ASAS J221336+1424.6,333.39803225013,14.40825859219,F0VkA2mA2,13.11,0.2918,3427.0,275.99,0.261452,2.165,1545.1,-1881.9,-54.91
V* BN CrB,235.79559868672,36.891580383260006,RRAB,13.11,0.3252,3075.03,132.38,0.5119832,-0.096,4377.86,1302.83,42.37
V* V514 Sco,262.43256927659,-39.65063058733001,RRAB,13.11,0.6356,1573.32,48.27,0.600059,-0.225,4645.63,3072.31,195.28
V* BF Lep,87.90394977243,-14.536933505160002,RRAB,13.11,0.4528,2208.48,79.99,0.5190007,-0.107,4400.2,2191.72,99.24
CRTS J051337.0-334243,78.40482869980542,-33.712214576085,RRC,13.115,0.2775,3603.6,172.71,0.371853,0.163,3893.31,289.71,8.04
V* SY Psc,15.63732601864,5.3950127532200005,RRAB,13.12,0.2567,3895.6,341.45,0.6735549,-0.319,4873.17,977.57,25.09
V* EV Tel,278.48059397025,-51.35310031315001,RRAB,13.12,0.295,3389.83,229.82,0.4419418,0.023,4162.62,772.79,22.8
V* AF Her,249.90905531018,41.11275726066,RRAB/BL,13.12,0.3175,3149.61,147.81,0.6303318,-0.265,4753.78,1604.17,50.93
V* CS Boo,211.50740882441,24.57081821769,RRAB,13.12,0.3195,3129.89,198.86,0.553386,-0.159,4527.86,1397.97,44.66
CRTS J085442.7-030002,133.67809658735,-3.00040895692,EC|RRC,13.123,0.3435,2911.21,194.08,0.642844,-0.281,4795.47,1884.26,64.72
ATO J024.0967+48.0078,24.096729624312506,48.00786944455082,RRC,13.126,0.4517,2213.86,94.1,0.20493,0.647,3131.41,917.55,41.45
ASAS J145747-3812.2,224.44492270985,-38.20380277893,RRC,13.127,0.3042,3287.31,356.61,0.293871,0.355,3585.01,297.7,9.06
ASAS J194654+4504.8,296.72631323701,45.08064199567,RRC,13.128,0.5167,1935.36,42.33,0.2485492,0.491,3368.87,1433.51,74.07
ASAS J121632-1518.2,184.13501061155,-15.30405457001,RRAB,13.129,0.1943,5146.68,495.33,0.7783022,-0.436,5165.23,18.55,0.36
V* AO Ind,330.1210469429,-50.49431941472,RRAB,13.13,0.2971,3365.87,217.52,0.3981555,0.108,4021.79,655.92,19.49
V* HQ Aqr,351.05490229525,-12.63225337064,RRAB,13.13,0.3623,2760.14,213.31,0.5188943,-0.107,4440.58,1680.44,60.88
CRTS J150810.4+103456,227.04341718021,10.58242535784,RRC,13.13,0.3054,3274.39,246.6,0.3217143,0.281,3713.59,439.2,13.41
V* EM Hya,188.91653899361,-26.66151040225,RRAB,13.13,0.345,2898.55,210.04,0.5773583,-0.194,4621.47,1722.92,59.44
ZTF J152911.61+060831.7,232.29839826797703,6.142247386168612,RRAB,13.13,0.3102,3223.73,167.32,0.5422985,-0.143,4514.45,1290.72,40.04
CRTS J200541.2-343558,301.42255685544,-34.59897513755,RRC,13.13,0.326,3067.48,168.43,0.313766,0.301,3679.01,611.53,19.94
CRTS J043516.5-411233,68.8185382398,-41.20926762918,RRAB,13.13,0.3252,3075.03,108.74,0.64105,-0.279,4805.93,1730.9,56.29
V* EP Her,268.78906932465,26.605189671710004,RRAB,13.13,0.3358,2977.96,135.68,0.425713,0.054,4123.73,1145.77,38.47
V* CP Hya,194.33906075501,-29.48769484498,RRAB,13.13,0.3402,2939.45,163.3,0.6270155,-0.261,4766.31,1826.86,62.15
CRTS J122643.6+211642,186.68210725903,21.2784415935,RRAB,13.13,0.2788,3586.8,226.43,0.6746488,-0.32,4898.63,1311.83,36.57
V* AA Aqr,339.0160488907799,-10.01525734573,RRAB,13.13,0.3676,2720.35,182.79,0.6088799,-0.237,4714.27,1993.92,73.3
CRTS J064833.7+371617,102.14046124234,37.27139504082,kA3hA5mA7,13.13,0.3676,2720.35,171.69,0.42505,1.743,1893.98,-826.37,-30.38
V* V2509 Oph,252.87437312103,6.37393428827,RRAB,13.13,0.3035,3294.89,143.3,0.7787799,-0.437,5168.79,1873.9,56.87
CRTS J150238.9-204348,225.66195247543,-20.72998249213,RRAB,13.13,0.4097,2440.81,165.62,0.4953883,-0.07,4364.25,1923.44,78.8
ASAS J193515-2327.3,293.81029738527,-23.45335618126,RRAB,13.132,0.4231,2363.51,122.34,0.5577569,-0.166,4566.36,2202.85,93.2
ASAS J231648-4539.0,349.19996137728,-45.64865724961,ACEPS,13.138,0.3053,3275.47,187.75,0.8948953,-1.317,7779.98,4504.51,137.52
V* BT Sco,243.23180026078,-8.45775059201,RRAB/BL,13.14,0.3582,2791.74,140.29,0.54873084,-0.153,4555.34,1763.6,63.17
V* AQ Lib,229.43565393599,-24.24307702742,RRC,13.14,0.3143,3181.67,185.25,0.276382,0.404,3524.72,343.05,10.78
V* V392 Her,260.21422480394995,26.53898822896,RRAB,13.14,0.326,3067.48,143.96,0.529742,-0.124,4495.73,1428.25,46.56
V* NS Cyg,297.67526348684,39.4796948016,RRAB/BL,13.14,0.3387,2952.47,105.48,0.55033045,-0.155,4560.3,1607.83,54.46
CRTS J055946.0-065211,89.94203221316,-6.86994709801,RRC,13.14,0.3754,2663.83,1243.92,0.333709,0.251,3782.16,1118.33,41.98
ASAS J202817-3806.6,307.07121122757,-38.11022032551,RRC,13.14,0.2713,3685.96,277.16,0.24485,0.503,3368.59,-317.37,-8.61
ZTF J051351.93+153500.2,78.46635824665,15.58350666359,RRAB,13.14,0.4081,2450.38,105.08,0.612756,-0.242,4747.29,2296.91,93.74
V* RW Lyn,117.66320324115,38.45408353675,RRAB,13.14,0.3538,2826.46,187.74,0.498567,-0.075,4394.9,1568.44,55.49
ROTSE1 J180710.00+404757.6,271.79226012725,40.79974625583,RRC,13.14,0.3226,3099.81,109.54,0.2658518,0.436,3473.88,374.07,12.07
ASAS J212014-2104.3,320.05583705799,-21.07226381364,RRAB,13.14,0.3107,3218.54,274.51,0.6005006,-0.226,4711.55,1493.01,46.39
IRAS 05418-3224,85.92940277715,-32.39131326658,C-rich,13.14,0.5714,1750.09,129.25,483.0,-4.368,31737.95,29987.86,1713.5
2MASS J22071542-2723445,331.8142842579,-27.39575212554,RRD,13.14,0.2693,3713.33,286.81,0.424897,0.055,4139.79,426.46,11.48
CRTS J154329.6+132405,235.87358879011,13.40156766086,RRC,13.14,0.2822,3543.59,194.63,0.3620598,0.185,3899.27,355.68,10.04
CRTS J135735.3-243158,209.39741930496,-24.532447756909995,RRAB,13.14,0.3127,3197.95,260.79,0.5583922,-0.167,4585.17,1387.22,43.38
ASAS J192325+4231.7,290.85220490175,42.52844001723,RRAB,13.142,0.318,3144.65,105.81,0.6836125,-0.331,4950.16,1805.51,57.42
ASAS J153830-6906.4,234.62592740364,-69.10697671135,RRAB/BL,13.146,0.393,2544.53,97.77,0.6224747,-0.255,4788.52,2243.99,88.19
ROTSE1 J153347.33+331940.3,233.44719751306,33.32789330031,RRAB,13.15,0.3265,3062.79,107.88,0.716317,-0.369,5056.03,1993.24,65.08
CRTS J220347.6+235917,330.94850036961,23.98823485382,RRC,13.15,0.3083,3243.59,228.3,0.385228,0.135,4009.21,765.62,23.6
V* V586 Vir,219.94802668157,-4.13480505305,RRAB/BL,13.15,0.2945,3395.59,198.32,0.682772,-0.33,4966.14,1570.55,46.25
CRTS J032245.2-370210,50.68852214582,-37.03622779171,RRC,13.15,0.2749,3637.69,183.94,0.35808,0.194,3901.11,263.42,7.24
ASAS J144658-1556.7,221.74040043021,-15.945319434849996,RRAB,13.15,0.3087,3239.39,199.38,0.8084611,-0.467,5290.11,2050.72,63.31
V* DL Leo,145.76491066243,10.31701875399,RRAB,13.15,0.2521,3966.68,424.83,0.673855,-0.319,4941.79,975.11,24.58
CRTS J180409.4+445726,271.03870049318994,44.95759761651001,RRC,13.15,0.5534,1807.01,32.33,0.333223,0.252,3797.54,1990.53,110.16
Case A-F  981,205.03382446573,31.33971454638,kA4hA6mA7,13.15,0.8052,1241.93,27.45,0.6986333,1.312,2331.85,1089.92,87.76
V* V423 Ser,229.82827921509,7.8849858322,RRAB,13.15,0.323,3095.98,205.12,0.5479869,-0.152,4574.04,1478.06,47.74
V* V2160 Sgr,295.17152917907,-38.86695632136001,RRAB,13.15,0.4966,2013.69,123.68,0.405026,0.094,4085.06,2071.37,102.86
ROTSE1 J184234.00+420947.9,280.6414072387,42.16348147608001,RRC,13.15,0.2995,3338.9,133.78,0.319842,0.286,3739.78,400.88,12.01
CRTS J205617.7-530750,314.07347181284,-53.13049083035,RRAB,13.15,0.2368,4222.97,296.04,0.70394,-0.355,5023.18,800.21,18.95
CRTS J085525.0-314053,133.85448492297206,-31.68144388337805,RRC,13.151,0.1471,6798.1,693.21,0.294604,0.353,3628.23,-3169.87,-46.63
ASAS J085223-3854.4,133.09663133767,-38.90711533762,RRAB,13.155,0.5882,1700.1,46.25,0.4227539,0.059,4160.61,2460.51,144.73
CRTS J171225.3+062056,258.10535623372994,6.349082093929999,RRAB,13.16,0.1798,5561.74,467.09,0.81151,-0.47,5322.01,-239.73,-4.31
ATO J293.8393-19.3159,293.83934664937703,-19.31589238121,RRC,13.16,0.4193,2384.93,113.76,0.359423,0.191,3924.61,1539.68,64.56
ASAS J224624-1254.8,341.6018651787,-12.91319626023,RRAB,13.16,0.2798,3573.98,300.17,0.510935,-0.095,4476.4,902.42,25.25
CRTS J130646.6-180459,196.69436008443,-18.08306254088,RRAB,13.16,0.3564,2805.84,152.73,0.493748,-0.067,4419.48,1613.64,57.51
V* V394 Her,260.66133269958,17.88463747758,RRAB/BL,13.16,0.392,2551.02,108.03,0.4360494,0.034,4218.77,1667.75,65.38
CRTS J174426.6+151207,266.11078497203994,15.202034291380002,RRAB:,13.16,0.0785,12738.85,2450.4,0.676343,-0.322,4971.44,-7767.41,-60.97
LAMOST J082643.34+080735.4,126.68061688963,8.1264993211,RRAB,13.16,0.2358,4240.88,408.26,0.5525097,-0.158,4609.3,368.42,8.69
OGLE GD-RRLYR-1036,135.09594758082,-55.55738308263,RRC|EC,13.161,0.3935,2541.3,87.83,0.344097,0.226,3862.95,1321.65,52.01
CRTS J212600.0-403232,321.5002718726992,-40.54196139400527,RRC,13.163,1.244,803.86,16.67,0.326763,0.268,3792.48,2988.62,371.78
ASAS J050124-1849.5,75.34970384061,-18.82545078732,RRAB,13.165,0.3401,2940.31,118.44,0.598811,-0.224,4761.09,1820.78,61.92
ASASSN-V J065753.82-635438.2,104.47434969157,-63.91050712758,RRC,13.166,0.3398,2942.91,138.57,0.385015,0.135,4038.02,1095.11,37.21
CRTS J072620.4-615956,111.58569791621,-61.99918658265,RRAB,13.167,0.3768,2653.93,88.75,0.5077987,-0.09,4480.52,1826.59,68.83
ASAS J213826-3945.0,324.6075948905403,-39.74887735927333,RRC/BL,13.169,0.1894,5279.83,434.88,0.4107031,0.083,4142.47,-1137.36,-21.54
V* V1145 Cen,194.94912320071,-50.26293734998,RRAB,13.17,0.408,2450.98,112.94,0.5882173,-0.209,4740.31,2289.33,93.4
V* V3853 Sgr,278.76440564221,-23.85430596372,RRAB,13.17,0.2405,4158.0,340.59,0.624534,-0.258,4847.73,689.73,16.59
CRTS J013343.7-521740,23.43198803682,-52.29510906085,RRC,13.17,0.2615,3824.09,207.66,0.286989,0.374,3624.45,-199.64,-5.22
V* V336 Lib,234.41927845409,-15.425733710159998,RRC,13.17,0.272,3676.47,201.39,0.354967,0.201,3924.37,247.9,6.74
V* IL Tel,303.60487044143,-52.92798132675,RRAB,13.17,0.2807,3562.52,228.45,0.5754254,-0.191,4701.49,1138.97,31.97
NSVS   7466826,146.44274676745,34.49044851245,RRAB,13.17,0.382,2617.8,149.39,0.655695,-0.297,4936.81,2319.01,88.59
V* V1267 Her,262.27916564003,27.82260942874,RRAB,13.17,0.3609,2770.85,109.02,0.4687883,-0.025,4354.57,1583.72,57.16
CRTS J085707.3+490903,134.28065329803,49.15094429685,RRAB,13.17,0.3011,3321.16,212.88,0.548542,-0.152,4618.11,1296.95,39.05
ROTSE1 J143011.82+265624.3,217.5492699448,26.94029080314,RRC,13.17,0.2881,3471.02,212.04,0.305988,0.322,3712.39,241.37,6.95
V* GW Cet,22.20113402573,-11.4534918046,RRAB/BL,13.17,0.3125,3200.0,238.59,0.516648,-0.104,4515.8,1315.8,41.12
CRTS J135845.8-441607,209.6918826659904,-44.26914475566361,RRC,13.171,0.6889,1451.59,38.98,0.309358,0.313,3729.34,2277.75,156.91
ATO J323.8601+17.4338,323.86013594519994,17.43385612601083,RRC,13.176,0.3129,3195.91,197.13,0.282174,0.388,3611.55,415.64,13.01
CRTS J191215.3-572956,288.06335694031,-57.49880209221,RRAB,13.18,0.255,3921.57,330.64,0.718895,-0.372,5133.26,1211.69,30.9
CRTS J095747.0-170233,149.44542719026,-17.04202574931,EC|RRC|ESD,13.18,0.7451,1342.1,29.0,0.486594,-0.055,4436.09,3093.99,230.53
ASAS J235523+1356.3,358.84522881399,13.93870533935,RRAB,13.18,0.2201,4543.39,425.23,0.6956696,-0.345,5070.59,527.2,11.6
CRTS J201204.2-274842,303.0177073735799,-27.81173287208,RRC,13.18,0.2589,3862.5,204.39,0.299163,0.34,3698.19,-164.31,-4.25
Cl* NGC 6121    SAW V32,246.12368584872,-26.5340385154,RRAB,13.18,0.5336,1874.06,69.89,0.5791052,-0.196,4734.47,2860.41,152.63
V* V1332 Her,272.70327558848,17.20830490648,RRAB/BL,13.18,0.3815,2621.23,100.31,0.522353,-0.113,4555.32,1934.09,73.79
CRTS J055620.1-184809,89.084058091,-18.80261902425,RRAB,13.18,0.2819,3547.36,167.36,0.7307023,-0.385,5164.63,1617.27,45.59
CRTS J024506.5-500656,41.27700965549,-50.11571201561001,RRAB,13.18,0.2345,4264.39,276.41,0.5520755,-0.158,4650.58,386.19,9.06
NSVS   2852763,249.02850947244,65.33113596513,RRC,13.18,0.2841,3519.89,153.63,0.315074,0.298,3770.56,250.67,7.12
NSVS  13370178,218.57450542797,-4.36482382444,RRC,13.18,0.2946,3394.43,185.51,0.38077,0.144,4047.32,652.89,19.23
V* CQ Cnc,131.34256545877,15.27475561711,RRAB,13.18,0.2453,4076.64,447.05,0.5246513,-0.116,4562.8,486.16,11.93
ATO J095.8915-01.9627,95.89158421177956,-1.962704141321111,RRAB,13.186,0.394,2538.07,131.41,0.5804465,-0.198,4751.68,2213.61,87.22
V* EK Hya,182.2039514072,-30.07234677904,RRAB,13.19,0.2003,4992.51,510.97,0.7243154,-0.378,5171.46,178.95,3.58
V* V354 Vir,175.88424508754,2.69877507604,RRAB/BL,13.19,0.32,3125.0,201.17,0.59504207,-0.218,4804.86,1679.86,53.76
V* V713 Oph,247.54474220221,-6.80058829156,RRAB,13.19,0.2682,3728.56,316.97,0.685605,-0.333,5066.31,1337.75,35.88
CRTS J194411.9-614625,296.04944556142,-61.77364562414,RRAB,13.19,0.3056,3272.25,141.34,0.5944032,-0.218,4802.93,1530.68,46.78
V* LO Cen,184.27404275969,-47.22853007327,RRAB,13.19,0.2667,3749.53,219.32,0.5943514,-0.217,4802.77,1053.24,28.09
CRTS J201249.0-130727,303.20454000251,-13.12435804708,RRC,13.19,0.6833,1463.49,32.13,0.308292,0.316,3757.27,2293.78,156.73
SV* R   372,245.97329910692,-26.50148828226,RRAB/BL,13.19,0.5757,1737.02,66.68,0.522346,-0.113,4576.32,2839.3,163.46
CRTS J035453.6-133042,58.72368572729,-13.51198379182,RRC,13.19,0.3566,2804.26,130.54,0.3027417,0.33,3731.82,927.56,33.08
V* SZ CVn,207.68422529511,37.61867033347,RRAB,13.19,0.283,3533.57,279.69,0.5496643,-0.154,4664.41,1130.84,32.0
ASAS J130303+0223.9,195.76460747891,2.39797356335,RRC,13.19,0.3814,2621.92,134.05,0.289717,0.366,3670.95,1049.03,40.01
NSVS   1156867,255.10164435364,80.61095649352,RRAB,13.19,0.2911,3435.25,169.93,0.69112,-0.34,5081.51,1646.26,47.92
V* V347 Her,281.24126688023,23.054290916829995,RRAB,13.19,0.4469,2237.64,75.11,0.537323,-0.136,4624.96,2387.32,106.69
Cl* NGC 6121    SAW V23,245.90545828318,-26.53230062824,RRC,13.19,0.4608,2170.14,156.36,0.298556,0.342,3712.44,1542.3,71.07
Cl* NGC 6121    SAW V21,245.89961285826,-26.52605859079,RRAB,13.19,0.5565,1796.95,198.26,0.472009,-0.03,4406.13,2609.18,145.2
CRTS J210032.3-370819,315.13415053184,-37.13853235181,RRAB,13.19,0.3364,2972.65,169.66,0.5974083,-0.222,4812.0,1839.35,61.88
V* XY Crv,187.00490157332,-23.474264252230004,RRD,13.19,0.2565,3898.64,208.23,0.360634,0.188,3984.22,85.58,2.2
ATO J290.8977+54.2452,290.8977742139454,54.24528402519445,MISC,13.196,0.6451,1550.15,21.63,0.6220307,1.412,2273.66,723.51,46.67
ASAS J210137-3539.2,315.40248998964,-35.6517582921,RRAB,13.197,0.2989,3345.6,204.83,0.6068466,-0.234,4855.92,1510.32,45.14
ASAS J131301-2925.5,198.2539519617,-29.425506388820004,RRAB,13.198,0.3064,3263.71,275.88,0.7009747,-0.351,5127.35,1863.64,57.1
V* DE Pyx,140.25201875622,-26.740584952039995,RRC,13.2,0.3064,3263.71,156.58,0.355957,0.199,3983.11,719.4,22.04
CRTS J194524.0-183332,296.35062241661,-18.5584580576,RRAB/BL,13.2,0.2499,4001.6,281.83,0.6769064,-0.323,5065.45,1063.85,26.59
ASAS J142904-1423.7,217.26856753177,-14.39619266216,RRAB,13.2,0.3911,2556.89,146.44,0.5218376,-0.112,4595.77,2038.88,79.74
NSVS  18558435,166.98389878231,-25.53511808034,RRAB,13.2,0.3631,2754.06,133.49,0.6515149,-0.292,4993.53,2239.47,81.32
CRTS J142441.7-025911,216.17431768199,-2.98639991846,RRC,13.2,0.3279,3049.71,159.97,0.289641,0.366,3687.53,637.82,20.91
Cl* NGC 6121    SAW V31,246.00262747017,-26.51169515544,RRAB,13.2,0.5091,1964.25,80.64,0.5051204,-0.085,4540.14,2575.89,131.14
CRTS J214314.5-330824,325.81071408351,-33.13995507137,RRC,13.2,0.2844,3516.17,189.16,0.350178,0.212,3958.8,442.63,12.59
V* SS Pav,288.35645635905,-66.35825076365,RRAB,13.2,0.3478,2875.22,161.2,0.6583074,-0.3,5012.94,2137.72,74.35
CRTS J081314.2+074146,123.30932479723998,7.696377219549999,RRC,13.2,0.2909,3437.61,192.62,0.3959112,0.112,4144.78,707.17,20.57
V* EL Hya,182.42522045075,-34.95730775209,RRC/BL,13.2,0.234,4273.5,273.94,0.343622,0.228,3930.92,-342.58,-8.02
V* V1138 Cen,193.01577752601,-31.04798358974,RRC,13.2,0.2361,4235.49,299.59,0.32282,0.278,3840.18,-395.31,-9.33
CRTS J090929.1+130543,137.37112577663,13.095409813950004,RRC,13.2,0.2754,3631.08,237.33,0.317832,0.291,3817.88,186.8,5.14
ROTSE1 J180711.26+531539.5,271.79568033782994,53.26239359644,RRAB,13.2,0.2467,4053.51,197.17,0.6341649,-0.27,4943.38,889.87,21.95
ASAS J164748+0149.2,251.95090001231,1.81981594351,RRAB,13.21,0.3684,2714.44,123.79,0.6308027,-0.266,4956.33,2241.89,82.59
V* AU Sex,154.7512310553,-2.22483945578,RRAB,13.21,0.2488,4019.29,458.79,0.77716,-0.435,5358.59,1339.3,33.32
V* XZ Oct,293.94779889447,-75.50786007711,RRAB/BL,13.21,0.3566,2804.26,147.84,0.473867,-0.033,4453.44,1649.18,58.81
V* YY Oct,294.29085848634,-75.61089122636,RRAB,13.21,0.3152,3172.59,132.86,0.5730195,-0.188,4781.4,1608.81,50.71
CRTS J060258.7-083030,90.74421597237,-8.50773254326,RRC,13.21,0.4644,2153.32,69.55,0.273495,0.413,3625.93,1472.61,68.39
CRTS J042055.6-230250,65.23131056261,-23.04740635593,RRAB,13.21,0.248,4032.26,260.15,0.5806887,-0.199,4805.24,772.98,19.17
CRTS J010157.4-540408,15.488960596430005,-54.06902847251,RRAB,13.21,0.2803,3567.61,175.64,0.58564,-0.205,4820.52,1252.91,35.12
CRTS J205826.2-344913,314.60937721634,-34.820180458,RRAB,13.22,0.3463,2887.67,219.31,0.83264,-0.491,5523.97,2636.3,91.29
ATO J301.9192+50.5733,301.9192567484217,50.57339447097195,RRAB,13.22,0.4248,2354.05,63.73,0.49053,-0.062,4532.2,2178.15,92.53
Cl* NGC 5139    SAW V175,200.59530433287,-48.31787071173,RRC,13.22,0.3624,2759.38,147.72,0.316141,0.295,3845.52,1086.14,39.36
CRTS J152136.4-314413,230.40162902383,-31.73731957731,RRC,13.22,0.3156,3168.57,171.68,0.320601,0.284,3865.72,697.15,22.0
OGLE GD-RRLYR-1417,148.66075684199,-62.67511723412001,RRC|DSCT|EC,13.22,0.5056,1977.85,44.6,0.218941,0.594,3351.83,1373.98,69.47
V* AR Vir,223.6669959062,2.69519614131,RRAB,13.22,0.3256,3071.25,193.37,0.5303078,-0.125,4666.31,1595.06,51.94
V* V2279 Sgr,306.76398475892,-40.67062969582,RRAB,13.22,0.3118,3207.18,229.38,0.4897024,-0.06,4529.34,1322.16,41.22
ROTSE1 J175201.56+535615.1,268.00549799156,53.93703391797,RRAB,13.22,0.348,2873.56,114.78,0.5455466,-0.148,4716.01,1842.45,64.12
ATO J134.7051+55.0222,134.70512952873,55.02234337011999,RRAB,13.22,0.4029,2482.01,110.89,0.6042654,-0.231,4899.81,2417.8,97.41
V* EU CVn,190.96787225423,47.64182438587,RRAB,13.22,0.3961,2524.61,108.35,0.5625224,-0.173,4770.37,2245.76,88.95
ATO J322.9297+14.1100,322.92971728706,14.110016930280002,RRAB,13.22,0.3138,3186.74,192.95,0.5394866,-0.139,4696.35,1509.61,47.37
V* V346 Lib,236.81856230114,-28.293457486990004,RRAB,13.22,0.2582,3872.97,256.5,0.72144,-0.375,5235.61,1362.64,35.18
CRTS J110011.7+014105,165.04900344016,1.6848021567999998,RRC,13.22,0.1954,5117.71,453.1,0.3241799,0.275,3881.81,-1235.9,-24.15
CRTS J204803.3-063944,312.01364735011,-6.66245536857,RRC,13.22,0.3026,3304.69,181.29,0.32067,0.284,3866.04,561.35,16.99
